problemID,problemDescription,studentID_1,test_case_verdict_i_1,codeID_i_1,code_i_1,score_i_1,score_calc_i_1,test_case_verdict_j_1,codeID_j_1,code_j_1,score_j_1,score_calc_j_1,studentID_2,test_case_verdict_i_2,codeID_i_2,code_i_2,score_i_2,score_calc_i_2,test_case_verdict_j_2,codeID_j_2,code_j_2,score_j_2,score_calc_j_2,is_similar,cluster
17,"Write a function in Java that implements the following logic: You have a red lottery ticket showing ints a, b, and c, each of which is 0, 1, or 2. If they are all the value 2, the result is 10. Otherwise if they are all the same, the result is 5. Otherwise so long as both b and c are different from a, the result is 1. Otherwise the result is 0.",37b1fe960daba91fffadbdb5a3a9db15,01000010001110101111110000,c1f46ce72d309994ff32f46284a15097e22e255e,"public int redTicket(int a, int b, int c)
{
    int returnt;
    int sum = a + b + c;
    int div = (b+c)/2;
    if (sum == 6)
    {
     	returnt = 10;   
    }
    else if (a==b && b==c)
    {
     	returnt = 5;   
    }
    else if (a!=b || b!=c)
    {
     	returnt = 1;   
    }
    else
    {
     	returnt = 0;   
    }
    return returnt;
}
",0.538462,0.5384615384615384,00001010111001000011111000,e5c50450c1a97d24223e96998031b1af421d580e,"public int redTicket(int a, int b, int c)
{
    int returnt;
    int sum = a + b + c;
    int div = (b+c)/2;
    if (sum == 6)
    {
     	returnt = 10;   
    }
    else if (a==b && b==c)
    {
     	returnt = 5;   
    }
    else if (a!=b && b!=c)
    {
     	returnt = 1;   
    }
    else
    {
     	returnt = 0;   
    }
    return returnt;
}
",0.576923,0.5769230769230769,f683900ca17bd492ad987ecf64e8ace6,01000310003110101131110000,c0931e509037fc1b1d0ec8a14963e0f023735c26,"public int redTicket(int a, int b, int c)
{
    if (a == b && b == c)
    {
        if (a == 2)
        {
            return 10;
        }
        
        else 
        {
            return 5;
        }
        
    }
    
    if( a != b || a != c)
    {
        return 1;
    }
    
    else 
    {
        return 0;
    }
    
    
}
",0.538462,0.5,00001001110001000000001111,0906e5d28c1986472a8e3ba0ac88f599307d8547,"public int redTicket(int a, int b, int c)
{
    if (a == b && b == c)
    {
        if (a == 2)
        {
            return 10;
        }
        
        else 
        {
            return 5;
        }
        
    }
    
    if( a != b || a != c)
    {
        return 0;
    }
    
    else 
    {
        return 1;
    }
    
    
}
",0.653846,0.6538461538461539,False,3
17,"Write a function in Java that implements the following logic: You have a red lottery ticket showing ints a, b, and c, each of which is 0, 1, or 2. If they are all the value 2, the result is 10. Otherwise if they are all the same, the result is 5. Otherwise so long as both b and c are different from a, the result is 1. Otherwise the result is 0.",17737832ac17be5216f187a82c20936e,00001001110001000000001111,2685eddb92291821c954a25328040d9f9408eb9e,"public int redTicket(int a, int b, int c)
{
    
    if (a== 2 && b==2 && c==2)
    {
        return 10;
    }
    
    if (a==b && a==c && b==c)
    {
        return 5;
    }
    
    
    
    
    return 0;
}
",0.653846,0.6538461538461539,00000000000000000000000000,5f137dbfa54f3c15c65ef24630bad52216763faa,"public int redTicket(int a, int b, int c)
{
    
    if (a== 2 && b==2 && c==2)
    {
        return 10;
    }
    
    if (a==b && a==c && b==c)
    {
        return 5;
    }
    
    if (a!=b && a!=c)
    {
        return 1;
    }
    
    
    
    
    return 0;
}
",1.0,1.0,f417d05af72b37f956c906aea42d1511,00001001110001000000001111,54d6b44c4a4ddd368ba8e41e4901c8de71af2eef,"public int redTicket(int a, int b, int c)
{
    if(a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b ==c)
    {
        return 5;
    }
    else if(b!= a && c != a)
    {
        return 2;
    }
    else
    {
        return 0;
    }
}
",0.653846,0.6538461538461539,00000000000000000000000000,f6a96a5f145d7e845293a22b29c3be382a03ddae,"public int redTicket(int a, int b, int c)
{
    if(a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b ==c)
    {
        return 5;
    }
    else if(b!= a && c != a)
    {
        return 1;
    }
    else
    {
        return 0;
    }
}
",1.0,1.0,True,3
12,"Write a function in Java that implements the following logic: The squirrels in Palo Alto spend most of the day playing. In particular, they play if the temperature is between 60 and 90 (inclusive). Unless it is summer, then the upper limit is 100 instead of 90. Given an int temperature and a boolean isSummer, return true if the squirrels play and false otherwise.",1379719828be9ee6b08ca64edb818e2b,00100000100000000100,8ee1e80f1bafc262c4ff064e1812c82ab0e94271,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (temp>=60 && temp <=90)
    {
        return true;
    }
    if (isSummer)
    {
        if (temp>=60 && temp <=90)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    return false;
}
",0.85,0.85,00000000000000000000,69dcf7ffa871a4135c4fe6aad25b91e6b551d89d,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (temp>=60 && temp <=90)
    {
        return true;
    }
    if (isSummer)
    {
        if (temp>=60 && temp <=100)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    return false;
}
",1.0,1.0,17737832ac17be5216f187a82c20936e,00100000100000000100,3b60630f396abf04699b4d14f4f5e3a24c6294c2,"public boolean squirrelPlay(int temp, boolean isSummer)
{
   if (temp >= 60 && temp<= 90)
   {
       return true;
   }
    
    
    return false;
}
",0.85,0.85,00000000000000000000,97b7683fd6c88956745dac93ba78efb07e324b04,"public boolean squirrelPlay(int temp, boolean isSummer)
{
   if (temp >= 60 && temp<= 90)
   {
       return true;
   }
    
    else if( isSummer && temp>= 90 && temp<= 100)
    {
        return true;
    }
    
    
    return false;
}
",1.0,1.0,True,2
17,"Write a function in Java that implements the following logic: You have a red lottery ticket showing ints a, b, and c, each of which is 0, 1, or 2. If they are all the value 2, the result is 10. Otherwise if they are all the same, the result is 5. Otherwise so long as both b and c are different from a, the result is 1. Otherwise the result is 0.",2e09811007f834b96935dc13e91fabbc,00001000110001000000001000,8ca4f9737d8eb34f0a2b9b63e0da3bf36e6d14cd,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b == c && c == a)
    {
        return 5;
    }
    else if (a != b && b != c && c != a)
    {
        return 1;
    }
    return 0;
}
",0.807692,0.8076923076923077,00000000000000000000000000,c3b6b77f4aa372e01c3f3ccc703326926a54ffe3,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b == c && c == a)
    {
        return 5;
    }
    else if (b != a && c != a)
    {
        return 1;
    }
    return 0;
}
",1.0,1.0,e3edca0f6e68bfb76eaf26a8eb6dd94b,00001000110001000000001000,41c85a6df2bdbedfc884e2b668da506a35e42622,"public int redTicket(int a, int b, int c)
{
    if(a==b&&a==c&&a==2)return 10;
    if(a==b&&a==c)return 5;
    if(a==b||a==c||b==c) return 0;
    return 1;
}
",0.807692,0.8076923076923077,00000000000000000000000000,40d5eefe93b6bfc40e766e864b9c0de2bf4ae7ec,"public int redTicket(int a, int b, int c)
{
    if(a==b&&a==c&&a==2)return 10;
    if(a==b&&a==c)return 5;
    if(a==b||a==c) return 0;
    return 1;
}
",1.0,1.0,True,3
21,"Write a function in Java that implements the following logic: Given 3 int values, a, b, and c, return their sum. However, if one of the values is 13 then it does not count towards the sum and values to its right do not count. So for example, if b is 13, then both b and c do not count.",907372450aa412b4647b9b8a64967f71,00000111000000111110,dead8d3fb04d04b4c24cb836645f0d868fb59ca7,"public int luckySum(int a, int b, int c)
{
    if ( a == 13)
    {
        return c;
    }
    else if ( b == 13)
    {
        return a;
    }
    else if (c == 13)
    {
        return a + b;
    }
    else
    {
        return a + b + c;
    }
    
}
",0.6,0.6,00000000000000000000,02147d9667e7c7351ffb86ca3824dc38f22906f0,"public int luckySum(int a, int b, int c)
{
    if ( a == 13)
    {
        return 0;
    }
    else if ( b == 13)
    {
        return a;
    }
    else if (c == 13)
    {
        return a + b;
    }
    else
    {
        return a + b + c;
    }
    
}
",1.0,1.0,c9bd2d5f2fb6cea41198dc6a2f817331,00000111000000111110,98e1fa96ee25e7484cd48208ffec2ff04c520ecb,"public int luckySum(int a, int b, int c)
{
    if (a != 13 && b != 13 && c != 13)
        return a + b + c;
    else if (a == 13)
        return b + c;
    else if (b == 13)
        return a;
    else
        return b + a;
    
    
}
",0.6,0.6,00000000000000000000,437669b879a0f223a1e502fd4f62ec8d280a520b,"public int luckySum(int a, int b, int c)
{
    if (a != 13 && b != 13 && c != 13)
        return a + b + c;
    else if (a == 13)
        return 0;
    else if (b == 13)
        return a;
    else
        return b + a;
    
    
}
",1.0,1.0,True,1
21,"Write a function in Java that implements the following logic: Given 3 int values, a, b, and c, return their sum. However, if one of the values is 13 then it does not count towards the sum and values to its right do not count. So for example, if b is 13, then both b and c do not count.",17737832ac17be5216f187a82c20936e,01000000100100000001,4ce67dfd72514955b9fa47ce60bb8e3e43ad3073,"public int luckySum(int a, int b, int c)
{
    if (a != 13 && b!= 13 && c!= 13)
    {
        return (a+b+c);
    }
    
    else if (a== 13)
    {
        return 0;
    }
    
    else if (b== 13)
    {
        return a;
    }
    
    return 0;
}
",0.8,0.8,00000000000000000000,78a8e8a64b313ff7d1734612cc884e563d6caea4,"public int luckySum(int a, int b, int c)
{
    if (a != 13 && b!= 13 && c!= 13)
    {
        return (a+b+c);
    }
    
    else if (a== 13)
    {
        return 0;
    }
    
    else if (b== 13)
    {
        return a;
    }
    
    else if (c==13)
    {
        return (a+b);
    }
    
    return 0;
}
",1.0,1.0,907372450aa412b4647b9b8a64967f71,00110111010010111110,ee4502f84ab64a89a3611ec63c2ddf8bb4dfd493,"public int luckySum(int a, int b, int c)
{
    if ( a == 13)
    {
        return c;
    }
    else if ( b == 13)
    {
        return 0;
    }
    else if (c == 13)
    {
        return a + b;
    }
    else
    {
        return a + b + c;
    }
    
}
",0.4,0.4,00000111000000111110,dead8d3fb04d04b4c24cb836645f0d868fb59ca7,"public int luckySum(int a, int b, int c)
{
    if ( a == 13)
    {
        return c;
    }
    else if ( b == 13)
    {
        return a;
    }
    else if (c == 13)
    {
        return a + b;
    }
    else
    {
        return a + b + c;
    }
    
}
",0.6,0.6,False,1
17,"Write a function in Java that implements the following logic: You have a red lottery ticket showing ints a, b, and c, each of which is 0, 1, or 2. If they are all the value 2, the result is 10. Otherwise if they are all the same, the result is 5. Otherwise so long as both b and c are different from a, the result is 1. Otherwise the result is 0.",51ef70624ca791283ec434a52da0d4e2,01001011111111101111111111,208b9a2fae1fe7391f3a78bd5d42a19539c12b10,"public int redTicket(int a, int b, int c)
{
    if (a==b && b==c && a==c && a != 2)
    {return 5;}
    else 
    {return 10;}
    
}
",0.192308,0.19230769230769232,10110100000000010000000000,94c7af7d1430fb42d56f62d3ae4d81efbb2ab23c,"public int redTicket(int a, int b, int c)
{
    if (b != a && c!=a)
    {return 1;}
    if (b == a ||c == a)
    {return 0;}
    if (a==b && b==c && a==c && a != 2)
    {return 5;}
    else 
    {return 10;}
    
}
",0.807692,0.8076923076923077,9964364bfd2b38643a0b41b981c01f60,00000001000000000000000111,2a35826fbfa6d4b929d8c090ec40e60590d6eafd,"public int redTicket(int a, int b, int c)
{
    if(a==2 && b == 2 && c == 2)
        return 10;
    else if(a==b && b==c)
        return 5;
    else if(b==c)
        return 1;
    else
        return 0;
}
",0.8461540000000001,0.8461538461538461,00000000000000000000000000,0ad854703f676a2008c94764cf64ea8265ca39a6,"public int redTicket(int a, int b, int c)
{
    if(a==2 && b == 2 && c == 2)
        return 10;
    else if(a==b && b==c)
        return 5;
    else if(b!=a && c!=a)
        return 1;
    else
        return 0;
}
",1.0,1.0,False,0
12,"Write a function in Java that implements the following logic: The squirrels in Palo Alto spend most of the day playing. In particular, they play if the temperature is between 60 and 90 (inclusive). Unless it is summer, then the upper limit is 100 instead of 90. Given an int temperature and a boolean isSummer, return true if the squirrels play and false otherwise.",279dc09a13b9dc662c574a804d650d95,01000001000000001000,3ab7cd9309c60498ae9a23e86f3cfe206a3e244d,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
    {
        if (temp >= 60 && temp <= 100)
            return true;
        else
            return false;
    }
    else
    {
        if (temp >= 60 && temp <= 100)
            return true;
        else
            return false;
    }
}
",0.85,0.85,00000000000000000000,8d7d841b54196ab12fbefae5eaf8c9959a76439c,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
    {
        if (temp >= 60 && temp <= 100)
            return true;
        else
            return false;
    }
    else
    {
        if (temp >= 60 && temp <= 90)
            return true;
        else
            return false;
    }
}
",1.0,1.0,b57532bada44706da665a55d2ce2011e,01000001000000001000,b4895ceb4d4a44833d4e3bfb69a2d1764e4804be,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer == true)
    {
         if((temp >= 60) && (temp <= 100))
           {
               return true;
           }
         else 
            return false;
    }
    else
            if((temp >= 60) && (temp <= 100))
            {
               return true;
            }
            else 
               return false;
        	    
            
         
          
       
           
                 
          
          
    
}
",0.85,0.85,00000000000000000000,3cc8167bcc2568422e8049b4c1bf14ef0c71a944,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer == true)
    {
         if((temp >= 60) && (temp <= 100))
           {
               return true;
           }
         else 
            return false;
    }
    else
            if((temp >= 60) && (temp <= 90))
            {
               return true;
            }
            else 
               return false;
        	    
            
         
          
       
           
                 
          
          
    
}
",1.0,1.0,True,2
21,"Write a function in Java that implements the following logic: Given 3 int values, a, b, and c, return their sum. However, if one of the values is 13 then it does not count towards the sum and values to its right do not count. So for example, if b is 13, then both b and c do not count.",11d8ffa1c1cb79e22b6d94667d3847d9,00000111000000111110,568da29045c9b24d7610923677bbe69d266309d1,"public int luckySum(int a, int b, int c)
{
    int luckySum = 0;
    if ( a == 13 )
    {
    	luckySum = c;
    }
    else if ( b == 13)
    {
    	luckySum = a;
    }
    else if (c == 13)
    {
    	luckySum = a + b;
    }
    else
    {
    	luckySum = a + b + c;
    }
    return luckySum;
}
",0.6,0.6,00000000000000000000,f33e751014d0fe6fe713c331ac435ecca0fab0fa,"public int luckySum(int a, int b, int c)
{
    int luckySum = 0;
    if ( a == 13 )
    {
    	luckySum = 0;
    }
    else if ( b == 13)
    {
    	luckySum = a;
    }
    else if (c == 13)
    {
    	luckySum = a + b;
    }
    else
    {
    	luckySum = a + b + c;
    }
    return luckySum;
}
",1.0,1.0,8efe4ff08d6f51db0f7179fbef12f2f1,00000111000000111110,2180b32d62b3a886c2f946eb35487e28e3c091af,"public int luckySum(int a, int b, int c)
{
    int s1=a+b+c;
    int s2=a+b;
    int s3=a;
    int s=0;
    if ((b==13 && c==13) || b==13)
    {
        s=s3;
    }
    else if (c==13)
    {
        s=s2;
    }
    else
    {
        s=s1;
    }
    return s;
}
",0.6,0.6,00000000000000000000,ef01d8e78dde95531ce67a25fd24f3677c874157,"public int luckySum(int a, int b, int c)
{
    int s1=a+b+c;
    int s2=a+b;
    int s3=a;
    int s=0;
    if (a==13)
    {
        s=0;
    }
    else if ((b==13 && c==13) || b==13)
    {
        s=s3;
    }
    else if (c==13)
    {
        s=s2;
    }
    else
    {
        s=s1;
    }
    return s;
}
",1.0,1.0,True,1
17,"Write a function in Java that implements the following logic: You have a red lottery ticket showing ints a, b, and c, each of which is 0, 1, or 2. If they are all the value 2, the result is 10. Otherwise if they are all the same, the result is 5. Otherwise so long as both b and c are different from a, the result is 1. Otherwise the result is 0.",8425bc94a44e3d1bb3c8c026b2702c00,01000000000110101100000000,aef297acae6f43484d03e1b243047ea1a4b0eadd,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
        return 10;
    if (a == b && b == c && a == c)
        return 5;
    if (a != b && b != c && a != c)
        return 1;
    if ((a == b && b != c) || (a != b && b == c))
        return 1;
    else
        return 0;
}
",0.769231,0.7692307692307693,00001000110001000000001000,538e725bd6f1419912fb8dbf1065bf1b2e2f4adc,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
        return 10;
    if (a == b && b == c && a == c)
        return 5;
    if (a != b && b != c && a != c)
        return 1;
    if ((a == b && b != c) || (a != b && b == c))
        return 0;
    else
        return 0;
}
",0.807692,0.8076923076923077,a8578be2fe9a67d039ee7b4f18697286,00000000000000000000000000,8347f246cd0bb4d7250ab05f4c7f60922635f705,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b == c)
    {
        return 5;
    }
    else if (a != b && a != c)
    {
        return 1;
    }
    else
    {
        return 0;
    }
}
",0.0,1.0,00000000030000000000000000,3a72802571f600a4da59afca18740af02e17c42b,"public int redTicket(int a, int b, int c)
{
    if (a == 2 && b == 2 && c == 2)
    {
        return 10;
    }
    else if (a == b && b == c)
    {
        return 5;
    }
    else if (a != b && a != c)
    {
        return 1;
    }
    else
    {
        return 0;
    }
}
",0.0,0.9615384615384616,False,3
